Date,River,Reach,Cross Section,Water_Elevation
14/04/2026 07:00,Thachin         ,Reach1,170764,1.8797016143798828
14/04/2026 07:00,Thachin         ,Reach1,142824,1.3399007320404053
14/04/2026 07:00,Thachin         ,Reach1,125488,1.3999464511871338
14/04/2026 07:00,Thachin         ,Reach1,84876,1.189939260482788
14/04/2026 08:00,Thachin         ,Reach1,170764,1.8797016143798828
14/04/2026 08:00,Thachin         ,Reach1,142824,1.0799064636230469
14/04/2026 08:00,Thachin         ,Reach1,125488,1.1798808574676514
14/04/2026 08:00,Thachin         ,Reach1,84876,1.010107159614563
14/04/2026 09:00,Thachin         ,Reach1,170764,1.8742152452468872
14/04/2026 09:00,Thachin         ,Reach1,142824,1.1201399564743042
14/04/2026 09:00,Thachin         ,Reach1,125488,1.2499847412109375
14/04/2026 09:00,Thachin         ,Reach1,84876,1.1399520635604858
14/04/2026 10:00,Thachin         ,Reach1,170764,1.858975172042847
14/04/2026 10:00,Thachin         ,Reach1,142824,1.189939260482788
14/04/2026 10:00,Thachin         ,Reach1,125488,1.33014714717865
14/04/2026 10:00,Thachin         ,Reach1,84876,1.1798808574676514
14/04/2026 11:00,Thachin         ,Reach1,170764,1.8419065475463867
14/04/2026 11:00,Thachin         ,Reach1,142824,1.2499847412109375
14/04/2026 11:00,Thachin         ,Reach1,125488,1.3600175380706787
14/04/2026 11:00,Thachin         ,Reach1,84876,1.189939260482788
14/04/2026 12:00,Thachin         ,Reach1,170764,1.8251423835754397
14/04/2026 12:00,Thachin         ,Reach1,142824,1.3100303411483765
14/04/2026 12:00,Thachin         ,Reach1,125488,1.389888048171997
14/04/2026 12:00,Thachin         ,Reach1,84876,1.089964747428894
14/04/2026 13:00,Thachin         ,Reach1,170764,1.815388798713684
14/04/2026 13:00,Thachin         ,Reach1,142824,1.33014714717865
14/04/2026 13:00,Thachin         ,Reach1,125488,1.3999464511871338
14/04/2026 13:00,Thachin         ,Reach1,84876,1.010107159614563
14/04/2026 14:00,Thachin         ,Reach1,170764,1.8172175884246824
14/04/2026 14:00,Thachin         ,Reach1,142824,1.3399007320404053
14/04/2026 14:00,Thachin         ,Reach1,125488,1.3399007320404053
14/04/2026 14:00,Thachin         ,Reach1,84876,0.919886350631714
14/04/2026 15:00,Thachin         ,Reach1,170764,1.8239232301712036
14/04/2026 15:00,Thachin         ,Reach1,142824,1.2999719381332395
14/04/2026 15:00,Thachin         ,Reach1,125488,1.2999719381332395
14/04/2026 15:00,Thachin         ,Reach1,84876,0.8698992133140564
14/04/2026 16:00,Thachin         ,Reach1,170764,1.8294095993041992
14/04/2026 16:00,Thachin         ,Reach1,142824,1.2600431442260742
14/04/2026 16:00,Thachin         ,Reach1,125488,1.270101547241211
14/04/2026 16:00,Thachin         ,Reach1,84876,0.8400288224220276
14/04/2026 17:00,Thachin         ,Reach1,170764,1.836724877357483
14/04/2026 17:00,Thachin         ,Reach1,142824,1.229867935180664
14/04/2026 17:00,Thachin         ,Reach1,125488,1.2499847412109375
14/04/2026 17:00,Thachin         ,Reach1,84876,0.8199120163917542
14/04/2026 18:00,Thachin         ,Reach1,170764,1.843125581741333
14/04/2026 18:00,Thachin         ,Reach1,142824,1.2100560665130615
14/04/2026 18:00,Thachin         ,Reach1,125488,1.229867935180664
14/04/2026 18:00,Thachin         ,Reach1,84876,0.8299704194068909
14/04/2026 19:00,Thachin         ,Reach1,170764,1.850745677947998
14/04/2026 19:00,Thachin         ,Reach1,142824,1.1999976634979248
14/04/2026 19:00,Thachin         ,Reach1,125488,1.2201143503189087
14/04/2026 19:00,Thachin         ,Reach1,84876,0.8400288224220276
14/04/2026 20:00,Thachin         ,Reach1,170764,1.8568416833877563
14/04/2026 20:00,Thachin         ,Reach1,142824,1.1798808574676514
14/04/2026 20:00,Thachin         ,Reach1,125488,1.229867935180664
14/04/2026 20:00,Thachin         ,Reach1,84876,0.8299704194068909
14/04/2026 21:00,Thachin         ,Reach1,170764,1.8617184162139893
14/04/2026 21:00,Thachin         ,Reach1,142824,1.1798808574676514
14/04/2026 21:00,Thachin         ,Reach1,125488,1.2201143503189087
14/04/2026 21:00,Thachin         ,Reach1,84876,0.7699248194694519
14/04/2026 22:00,Thachin         ,Reach1,170764,1.862937569618225
14/04/2026 22:00,Thachin         ,Reach1,142824,1.1798808574676514
14/04/2026 22:00,Thachin         ,Reach1,125488,1.2100560665130615
14/04/2026 22:00,Thachin         ,Reach1,84876,0.6900671720504761
14/04/2026 23:00,Thachin         ,Reach1,170764,1.8620232343673704
14/04/2026 23:00,Thachin         ,Reach1,142824,1.1701271533966064
